sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-6871-3p	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	1	1	0	0
hsa-miR-6871-5p	0	2	1	1	1	4	1	0	1	1	0	0	5	5	5	0	7	2	3	1	0	2	1	2	0	2	1
hsa-miR-6873-3p	5	2	0	7	7	13	2	5	4	15	6	12	2	4	6	10	3	5	11	2	6	0	6	5	2	3	15
hsa-miR-6873-5p	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6874-3p	11	12	23	24	9	13	15	44	19	13	10	9	15	8	23	19	27	25	41	26	27	14	20	24	25	17	32
hsa-miR-6874-5p	0	3	10	10	1	9	0	13	7	5	0	6	4	7	8	13	15	3	4	2	7	2	2	6	4	9	8
hsa-miR-6875-5p	2	0	1	0	0	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6877-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6877-5p	8	1	2	5	0	14	3	4	6	3	2	8	9	5	8	9	10	9	2	4	2	2	10	6	3	1	4
hsa-miR-6878-5p	1	1	3	1	3	4	1	0	0	1	0	2	0	3	8	3	1	0	0	0	0	2	0	0	2	0	1
hsa-miR-6879-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-6880-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6881-3p	1	0	0	0	0	4	1	1	0	1	0	1	1	2	3	3	1	0	0	1	1	0	0	1	0	0	3
hsa-miR-6881-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
hsa-miR-6882-3p	0	0	0	1	0	0	1	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	1	0	0	0
hsa-miR-6882-5p	37	54	51	86	45	64	55	75	44	15	13	14	48	37	62	70	53	33	20	44	31	24	29	44	16	49	31
hsa-miR-6883-3p	3	1	2	1	3	2	6	4	3	3	1	2	4	0	2	4	5	1	1	3	0	1	5	1	0	2	7
hsa-miR-6883-5p	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6884-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6884-5p	4	1	2	2	9	12	6	6	3	1	3	1	5	5	9	2	0	1	1	1	0	4	2	3	6	0	2
hsa-miR-6885-3p	0	0	2	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-6886-3p	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-6886-5p	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	2	0	2	0	1	0	0
hsa-miR-6888-3p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-5p	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6890-5p	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0
hsa-miR-6892-5p	0	0	2	0	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
hsa-miR-6894-3p	0	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2
hsa-miR-6894-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
hsa-miR-6895-3p	1	3	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	3	1
hsa-miR-6895-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-7-1-3p	1431	1231	1627	658	378	607	776	973	702	170	108	116	459	333	531	560	440	332	286	332	390	450	608	603	466	350	472
hsa-miR-7-2-3p	66	39	56	17	9	13	22	28	14	23	5	5	17	9	16	32	19	21	9	10	7	0	3	5	6	5	14
hsa-miR-7-5p	263188	225313	306161	259280	247778	263187	226234	269420	203185	519911	496459	452419	349495	351526	437596	1038199	762034	708029	421586	457905	567702	320655	303267	316825	731699	711419	508148
hsa-miR-708-3p	7039	8028	11152	7225	2555	7577	6094	7955	4697	4740	3553	3769	10867	6735	11906	12142	9598	6487	9073	9993	10684	9973	11155	11886	12974	14957	10436
hsa-miR-708-5p	2068	1781	2445	2723	1634	2523	2151	2565	1705	2177	1335	1689	4062	2121	5539	5697	4638	3563	2982	3315	3622	2611	5756	5031	2387	2639	5028
hsa-miR-7106-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7108-5p	0	4	0	4	1	0	2	0	1	0	0	0	4	0	0	3	0	0	1	3	0	1	1	5	1	0	0
hsa-miR-7109-5p	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7110-3p	2	0	2	0	0	0	2	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7111-3p	1	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-7111-5p	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-3p	1	1	1	2	0	3	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	3	1	0
hsa-miR-7112-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-7113-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-5p	0	0	0	3	1	1	1	0	0	0	0	0	1	0	0	5	0	2	0	0	1	0	1	0	1	1	0
hsa-miR-7114-3p	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-7114-5p	0	1	5	8	3	0	4	5	1	4	8	3	8	3	13	1	7	5	4	0	2	1	2	4	6	6	2
hsa-miR-7151-3p	0	0	5	0	1	0	0	0	1	3	4	1	0	0	1	0	0	4	0	3	0	0	0	1	0	1	0
hsa-miR-7151-5p	0	0	4	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-7152-3p	1	0	0	0	0	1	4	1	0	2	0	1	0	1	0	2	1	0	3	6	5	0	0	1	4	0	3
hsa-miR-7152-5p	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-3p	0	2	0	2	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7156-3p	0	0	0	1	0	0	0	0	0	1	0	4	1	1	1	4	0	1	0	2	1	0	0	0	0	0	0
hsa-miR-7156-5p	12	12	17	16	17	16	14	7	10	23	18	21	27	11	23	28	21	24	10	15	19	18	18	25	13	12	24
hsa-miR-7157-3p	1	0	3	1	0	0	0	1	2	1	0	2	1	0	3	4	2	3	2	1	2	2	4	3	7	5	8
hsa-miR-7157-5p	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	4	0	0	7	3	3	0	1	0	3	9	2
hsa-miR-7158-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7158-5p	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-7160-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7161-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-744-3p	64	82	107	70	23	85	77	85	33	56	38	33	45	23	54	67	47	33	63	79	98	55	91	70	157	50	72
hsa-miR-744-5p	2200	2229	2944	5631	2186	5588	3199	4213	2607	3764	2795	3504	7245	3610	8569	7588	5631	4068	2732	3510	3484	4270	7115	7848	2895	3632	3870
hsa-miR-758-3p	53	51	78	522	233	517	211	286	184	149	78	78	740	406	1004	294	185	165	81	100	106	123	170	204	59	43	88
hsa-miR-758-5p	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0
hsa-miR-760	38	38	88	55	13	83	67	110	33	110	106	97	106	51	92	258	182	129	214	273	248	107	143	131	403	269	241
hsa-miR-764	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-765	1	0	0	6	2	3	1	4	4	2	1	0	2	1	7	4	6	1	1	2	3	2	0	1	3	5	5
hsa-miR-766-3p	264	309	349	285	118	261	243	316	191	102	68	77	238	138	285	443	395	218	153	170	175	56	113	96	78	118	253
hsa-miR-766-5p	16	17	11	3	4	6	7	4	6	10	3	2	12	5	10	10	18	12	10	8	6	5	8	6	4	7	15
hsa-miR-767-3p	4	0	5	6	3	20	12	13	5	5	5	2	11	14	18	16	17	11	6	6	11	9	10	10	9	8	15
hsa-miR-767-5p	206	165	211	362	222	374	354	507	323	492	382	425	440	229	561	1201	938	759	732	873	975	357	584	676	858	666	895
hsa-miR-769-3p	139	124	154	210	143	198	116	160	132	73	52	47	126	74	155	151	121	84	69	92	90	91	162	144	74	55	152
hsa-miR-769-5p	42701	42623	54567	43447	22178	43379	34861	41594	30008	28889	29532	22350	30491	18508	36341	39509	33286	25793	40423	46120	52313	33146	36074	35928	60915	40280	32532
hsa-miR-770-5p	0	0	0	0	0	1	4	1	0	2	0	0	1	0	3	1	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	2
hsa-miR-7703	0	0	0	1	0	1	0	0	1	0	0	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-7704	136	212	397	30	3	28	35	69	13	52	24	57	25	11	15	49	41	8	59	80	54	26	28	36	71	45	48
hsa-miR-7705	1	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	2	1	0	0	1	0
hsa-miR-7706	214	210	335	1129	601	1125	494	648	479	181	210	188	1321	1204	1400	652	489	420	130	118	122	1319	1103	1239	362	735	340
hsa-miR-7843-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
hsa-miR-7843-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-7845-5p	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	0	0	0	0	0
hsa-miR-7851-3p	2	0	1	6	6	7	1	0	2	3	0	1	2	2	8	2	3	1	4	0	0	2	1	1	0	0	0
hsa-miR-7853-5p	0	0	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	2	0	1	5	0	2	4	5	2	0
hsa-miR-7854-3p	5	3	5	8	5	8	6	5	5	5	4	1	6	2	2	5	5	1	12	10	27	4	9	5	9	11	1
hsa-miR-7856-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
hsa-miR-7973	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0
hsa-miR-7974	28	34	35	33	24	23	8	0	2	2	1	1	11	22	9	1	1	0	2	1	0	16	4	8	1	1	0
hsa-miR-7976	6	6	14	12	7	36	17	16	5	14	3	4	10	8	20	19	23	7	7	5	9	4	9	17	2	4	3
hsa-miR-7978	4	0	2	2	0	1	0	0	0	2	1	3	0	0	0	4	4	2	1	5	3	0	0	1	2	2	1
hsa-miR-8072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-8082	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8485	9	6	28	9	9	14	12	8	2	9	5	6	9	9	10	8	2	7	8	9	7	15	12	8	18	3	11
hsa-miR-873-3p	113	102	163	92	51	100	194	246	164	164	99	121	109	60	120	361	247	179	298	402	431	59	84	139	307	555	482
hsa-miR-873-5p	562	656	986	260	49	242	1077	1517	704	771	419	603	199	89	261	1389	1029	523	2606	2944	2779	211	374	405	2154	1704	2534
hsa-miR-874-3p	202	197	273	384	244	430	268	343	235	242	131	144	342	138	493	737	651	491	326	307	387	102	180	240	115	268	524
hsa-miR-874-5p	21	15	12	6	7	9	7	11	14	1	5	4	6	7	4	10	31	11	16	21	18	0	0	1	8	5	27
hsa-miR-875-3p	0	0	0	0	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-875-5p	0	0	0	4	2	1	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-876-3p	23	21	50	12	3	5	46	56	36	36	22	32	15	4	15	57	43	18	97	105	110	25	30	26	108	77	129
hsa-miR-876-5p	0	2	4	0	0	0	3	1	3	3	5	1	0	0	0	0	3	0	9	12	14	2	1	2	20	1	2
hsa-miR-877-3p	33	41	33	16	2	25	21	7	7	1	1	2	6	6	5	13	5	7	2	2	9	1	5	3	3	7	3
hsa-miR-877-5p	341	430	499	656	365	657	336	373	226	140	148	132	332	170	403	322	366	219	201	251	210	133	180	197	128	225	292
hsa-miR-885-3p	53	57	88	8	20	12	42	64	26	78	54	75	32	17	37	139	109	112	93	98	111	31	19	25	102	95	90
hsa-miR-885-5p	150	131	153	30	27	36	96	117	87	69	50	49	66	36	60	243	234	171	126	155	174	36	43	39	109	112	239
hsa-miR-887-3p	107	63	101	293	196	244	193	197	165	45	19	26	114	55	166	96	73	53	44	45	59	100	189	289	47	32	97
hsa-miR-887-5p	48	39	60	131	119	157	118	99	82	41	42	51	109	63	160	95	60	62	42	23	33	57	81	114	29	44	59
hsa-miR-888-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-888-5p	1	1	1	0	0	2	0	0	1	5	3	9	3	2	5	6	4	6	0	0	0	1	3	1	2	1	0
hsa-miR-889-3p	237	291	358	1223	647	1181	727	903	674	693	446	452	2121	899	2877	1445	1065	855	419	477	549	378	695	708	277	326	467
hsa-miR-889-5p	0	0	0	2	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-890	0	0	0	1	0	0	0	0	0	1	1	1	1	0	2	2	1	1	0	1	0	0	0	0	0	0	1
hsa-miR-891a-5p	21	21	26	6	2	9	10	11	11	97	72	69	34	35	73	112	90	84	17	25	41	9	5	21	41	51	32
hsa-miR-891b	2	1	1	0	1	1	0	0	1	3	1	2	1	0	1	1	0	0	3	0	1	0	0	0	0	0	1
hsa-miR-892a	2	6	4	1	0	0	5	0	3	48	32	38	16	21	31	36	36	16	12	15	9	8	3	13	22	32	10
hsa-miR-892b	0	0	0	0	0	0	0	0	0	2	1	0	3	1	1	1	8	1	0	0	0	0	0	0	0	0	0
hsa-miR-892c-3p	0	0	0	1	0	0	1	0	0	1	6	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0
hsa-miR-9-3p	28959	25685	34012	28056	17992	28530	33248	38892	27976	10772	9033	8943	23682	14134	29796	46981	36640	28296	19791	22629	24333	8585	12829	13472	15223	28931	30654
hsa-miR-9-5p	2130810	1900746	2527627	3731117	2460639	3685207	3429310	3975474	2949938	1246741	788691	900440	4621886	2734522	5826194	6778288	5240607	4410681	2781465	3032306	3626881	3225951	5401245	5381831	3100529	2990107	5226666
hsa-miR-92a-1-5p	129	119	154	71	48	62	66	87	71	10	11	8	18	18	15	7	11	12	4	10	26	8	15	26	15	11	4
hsa-miR-92a-2-5p	15	15	18	6	8	15	9	14	4	0	0	0	2	5	0	0	1	0	0	0	0	0	0	1	0	1	0
hsa-miR-92a-3p	40317	40590	50649	94798	51493	96425	40357	50811	35815	11962	8730	12036	56842	35488	68633	38114	41606	28814	14749	19555	19450	22850	34518	41976	8559	16911	24172
hsa-miR-92b-3p	21727	21110	27921	74071	35666	76859	33481	41043	27112	6613	3998	5361	59611	30743	77933	40604	30559	23524	10665	12626	13181	19890	33288	37071	9829	14901	21548
hsa-miR-92b-5p	461	382	519	1066	711	970	360	471	324	92	60	109	881	612	1193	346	298	232	79	115	79	508	685	739	115	155	197
hsa-miR-93-3p	133	128	141	297	162	249	157	208	118	42	26	38	173	103	263	166	135	119	53	68	82	121	189	220	45	69	154
hsa-miR-93-5p	18050	15510	21104	35712	26653	35317	19249	23319	17004	7160	3784	4813	22412	12415	30112	21764	16392	14421	8007	8817	10267	14293	32911	32083	6778	7394	17787
hsa-miR-933	8	3	4	11	1	6	13	7	4	0	1	1	4	1	14	1	3	3	0	1	0	3	1	9	0	4	2
hsa-miR-934	0	0	0	0	0	0	0	1	1	5	6	3	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0
hsa-miR-935	166	110	140	115	54	123	143	187	142	118	87	93	186	84	222	580	404	329	321	333	401	132	181	157	228	259	480
hsa-miR-937-3p	17	12	15	24	12	43	10	19	17	26	9	14	27	15	26	37	12	9	5	14	12	29	32	36	11	15	31
hsa-miR-937-5p	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1
hsa-miR-939-5p	9	0	3	10	3	7	3	7	5	6	6	4	9	3	6	8	6	2	4	9	13	5	1	2	9	1	6
hsa-miR-940	7	10	12	5	0	12	1	7	3	11	2	2	8	3	5	9	6	4	2	4	4	0	2	2	0	5	5
hsa-miR-941	5444	4724	6604	21936	13117	20995	17016	20201	15595	4201	3988	3633	17959	16427	19990	17687	13869	12141	5690	6351	7449	13524	13207	14306	12085	15048	7647
hsa-miR-942-3p	10	18	15	23	6	15	9	13	7	0	1	0	9	2	5	2	0	11	0	2	0	4	1	3	0	5	0
hsa-miR-942-5p	18	16	20	49	19	39	26	36	20	7	4	11	29	9	31	23	14	15	2	8	4	18	13	13	2	9	14
hsa-miR-943	2	1	0	4	0	3	1	0	3	1	4	6	9	2	5	3	3	3	2	10	11	5	2	6	2	7	14
hsa-miR-944	0	3	0	0	0	0	0	0	0	5	3	8	0	0	2	1	4	2	0	0	0	0	0	0	0	0	0
hsa-miR-95-3p	6962	6540	8991	6163	3669	5973	10104	11856	8624	16324	11270	13377	6963	4041	8807	27274	20105	17333	20111	23165	26546	5458	8488	8797	16167	16888	20408
hsa-miR-95-5p	12	8	20	10	4	7	13	18	6	12	5	11	6	5	7	24	23	23	13	20	33	4	6	6	14	13	19
hsa-miR-96-3p	20	7	17	0	0	1	0	0	0	3	2	4	2	0	5	0	6	1	0	1	0	0	0	0	0	0	0
hsa-miR-96-5p	1095	949	1397	92	69	64	113	161	100	1486	1388	1088	149	149	174	386	286	242	34	36	29	23	25	19	55	39	34
hsa-miR-98-3p	22	24	28	0	3	0	14	18	4	6	1	10	4	4	3	4	5	4	2	5	2	1	0	1	0	5	7
hsa-miR-98-5p	3072	2793	3818	924	539	957	2751	3242	2377	6048	4712	5606	2353	1585	3008	6893	5250	4163	2581	2955	3445	1162	1555	1700	2146	2205	2167
hsa-miR-9899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-9901	28	20	22	0	0	5	1	2	1	1	0	0	1	0	0	1	1	1	1	3	3	0	0	1	1	3	0
hsa-miR-9903	3	2	1	2	5	5	1	6	2	0	5	1	3	2	4	8	2	2	1	0	1	1	6	10	0	0	3
hsa-miR-9983-3p	161	136	181	173	123	167	103	93	83	32	22	30	42	18	44	55	45	40	48	55	72	24	44	66	41	54	102
hsa-miR-99a-3p	322	296	370	161	135	141	197	272	162	99	38	46	128	78	162	254	185	167	91	90	173	70	209	173	55	24	125
hsa-miR-99a-5p	138809	134960	184729	118730	54252	122076	156545	195559	124562	111037	99888	103307	140238	95052	169734	274888	183826	150136	86333	105699	108273	101566	116421	129882	177847	150284	129315
hsa-miR-99b-3p	1988	2069	2790	6290	3106	6403	3270	4123	2641	4789	4135	4100	7321	4858	8173	7097	5089	4134	4368	4988	5533	6582	7506	8426	7201	6046	4513
hsa-miR-99b-5p	49646	48625	65257	148789	79574	148379	97182	118799	82238	95649	76479	76589	182674	115643	214458	278124	194177	172945	88458	102614	110326	63085	88944	97019	54554	129526	128578
novel_1000	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
novel_1011	0	1	1	2	0	5	0	3	3	0	2	1	0	4	3	0	0	0	0	0	0	4	1	2	0	2	3
novel_1020	0	0	0	0	0	0	1	0	0	5	3	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0
novel_1021	1	1	0	0	0	1	0	2	0	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0
novel_1023	0	0	0	0	0	0	0	0	0	1	3	0	2	1	0	3	4	4	0	0	1	0	0	0	1	0	0
novel_1024	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	4
novel_1025	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
novel_1036	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0
novel_1044	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	2	0	2	1	1	0	1	0
novel_1045	0	2	1	5	0	1	1	0	0	0	1	0	0	0	2	3	1	0	0	1	0	0	0	0	0	2	6
novel_1068	2	5	3	1	0	2	0	0	0	1	0	0	5	1	1	1	4	4	2	1	2	0	0	3	0	1	0
novel_1069	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0
novel_1080	0	1	1	0	0	0	0	0	0	5	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0
novel_1081	0	0	1	0	1	1	1	4	2	0	0	0	1	0	0	0	2	1	2	1	0	1	0	2	0	0	4
novel_1084	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0
novel_1086	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0
novel_1089	2	0	0	0	0	0	0	1	1	0	2	1	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0
novel_1094	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	2	1	4	0	1
novel_1100	0	0	0	1	0	6	0	0	0	1	1	1	6	1	2	2	4	1	0	0	0	0	0	1	0	0	0
novel_1101	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
novel_1128	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	1	2	0	1	0	1	2	0
novel_1129	1	3	0	2	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
novel_1131	0	1	0	4	0	0	1	0	0	2	0	0	1	0	2	3	1	0	5	3	4	0	3	2	1	2	8
novel_1134	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
novel_1142	0	0	0	1	2	0	1	0	0	0	1	2	0	1	1	7	3	0	0	0	1	0	0	3	1	1	3
novel_1147	1	0	1	6	0	0	0	1	0	0	3	0	6	3	9	3	1	1	4	1	4	6	8	4	5	7	4
novel_1160	1	0	0	0	0	0	0	1	0	0	5	0	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0
novel_1166	0	0	1	0	0	1	0	0	0	1	1	3	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0
novel_1179	1	1	0	1	4	5	0	7	0	1	0	0	1	1	5	4	5	0	0	0	0	0	0	1	0	0	5
novel_1183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0
novel_1185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
novel_1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
novel_1188	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel_1196	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0
novel_1199	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
novel_1204	1	0	3	7	1	1	1	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
novel_1205	0	0	2	1	0	0	2	4	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	2	0	1
novel_1212	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel_1219	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	3	0	0	0	0	2	0	0	0
novel_1224	0	0	0	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0
novel_1229	0	0	0	3	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	2	0	0	2	4	1	1	1
novel_1231	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	2
novel_1233	0	3	11	0	0	1	2	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1
novel_1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
novel_1238	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	2	0	0
novel_1241	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
novel_1248	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	3	4	1	0
novel_1250	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
novel_1254	1	0	0	0	1	1	3	0	0	1	0	0	0	3	0	3	2	1	2	0	0	1	0	0	0	2	2
novel_1261	1	0	2	2	0	0	1	0	0	0	0	0	1	0	1	1	0	3	0	0	0	1	0	0	0	0	0
novel_1262	5	7	10	10	6	17	6	12	2	6	13	2	11	21	10	15	6	9	7	8	9	15	11	9	39	10	7
novel_1279	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	1	1	1	0
novel_1285	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0
